,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Date
213,083359,健和興永豐07購03,0,0,0,0,0,0,0,0,0,559000,0,0,0,559000,0,559000,559000,2021-06-10
214,3033,威健,910000,366000,544000,0,0,0,0,0,0,12000,0,0,0,14000,2000,12000,556000,2021-06-10
215,033427,晶碩永豐0B購01,0,0,0,0,0,0,0,0,0,555000,0,0,0,556000,1000,555000,555000,2021-06-10
216,07172P,大成鋼凱基0B售07,0,0,0,0,0,0,0,0,0,555000,0,0,0,560000,5000,555000,555000,2021-06-10
217,088935,玉晶光統一0C購01,0,0,0,0,0,0,0,0,0,554000,0,0,0,716000,162000,554000,554000,2021-06-10
218,034418,國巨統一11購02,0,0,0,0,0,0,0,0,0,549000,0,0,0,594000,45000,549000,549000,2021-06-10
219,085007,滬深2X元大08購09,0,0,0,0,0,0,0,0,0,548000,0,0,0,648000,100000,548000,548000,2021-06-10
220,034732,台積電元大0B購10,0,0,0,0,0,0,0,0,0,543000,0,0,0,581000,38000,543000,543000,2021-06-10
221,06543P,臺股指凱基0C售09,0,0,0,0,0,0,0,0,0,542000,0,0,0,590000,48000,542000,542000,2021-06-10
222,05894P,台灣50國票08售05,0,0,0,0,0,0,0,0,0,541000,0,0,0,546000,5000,541000,541000,2021-06-10
223,033325,欣興凱基0C購03,0,0,0,0,0,0,0,0,0,539000,0,0,0,797000,258000,539000,539000,2021-06-10
224,035262,安集凱基11購02,0,0,0,0,0,0,0,0,0,537000,0,0,0,537000,0,537000,537000,2021-06-10
225,035010,健策元大0B購05,0,0,0,0,0,0,0,0,0,535000,0,0,0,617000,82000,535000,535000,2021-06-10
226,030131,盟立凱基0A購01,0,0,0,0,0,0,0,0,0,532000,0,0,0,629000,97000,532000,532000,2021-06-10
227,06148P,臺股指麥證07售11,0,0,0,541000,10000,531000,0,0,0,531000,0,0,0,541000,10000,531000,531000,2021-06-10
228,087836,禾伸堂凱基09購02,0,0,0,0,0,0,0,0,0,530000,0,0,0,530000,0,530000,530000,2021-06-10
229,2455,全新,678000,432000,246000,0,0,0,169000,0,169000,114559,86000,33441,52559,73000,11000,62000,529559,2021-06-10
230,1455,集盛,865019,536000,329019,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,529019,2021-06-10
231,033287,聯詠統一0C購04,0,0,0,0,0,0,0,0,0,529000,0,0,0,529000,0,529000,529000,2021-06-10
232,089925,中化永豐0A購01,0,0,0,0,0,0,0,0,0,529000,0,0,0,594000,65000,529000,529000,2021-06-10
233,032737,中鋼凱基0C購02,0,0,0,0,0,0,0,0,0,527000,0,0,0,587000,60000,527000,527000,2021-06-10
234,06361P,臺股指中信0C售05,0,0,0,0,0,0,0,0,0,527000,0,0,0,857000,330000,527000,527000,2021-06-10
235,034695,長榮群益0C購08,0,0,0,0,0,0,0,0,0,526000,0,0,0,684000,158000,526000,526000,2021-06-10
236,033820,友訊統一0C購01,0,0,0,0,0,0,0,0,0,522000,0,0,0,522000,0,522000,522000,2021-06-10
237,031669,長榮元大12購04,0,0,0,0,0,0,0,0,0,520000,0,0,0,520000,0,520000,520000,2021-06-10
238,035760,景碩元富13購01,0,0,0,0,0,0,0,0,0,520000,0,0,0,720000,200000,520000,520000,2021-06-10
239,036195,王品統一12購01,0,0,0,0,0,0,0,0,0,519000,0,0,0,661000,142000,519000,519000,2021-06-10
240,034904,中鋼元大11購03,0,0,0,0,0,0,0,0,0,519000,0,0,0,555000,36000,519000,519000,2021-06-10
241,031793,聯電國票0B購03,0,0,0,0,0,0,0,0,0,515000,0,0,0,522000,7000,515000,515000,2021-06-10
242,032589,聯電元大0A購14,0,0,0,0,0,0,0,0,0,513000,0,0,0,524000,11000,513000,513000,2021-06-10
243,080617,智邦元富09購04,0,0,0,0,0,0,0,0,0,512000,0,0,0,512000,0,512000,512000,2021-06-10
244,032041,東鋼國票0B購03,0,0,0,0,0,0,0,0,0,509000,0,0,0,530000,21000,509000,509000,2021-06-10
245,033084,矽創統一0A購02,0,0,0,0,0,0,0,0,0,506000,0,0,0,666000,160000,506000,506000,2021-06-10
246,035777,金像電富邦0B購01,0,0,0,0,0,0,0,0,0,506000,0,0,0,562000,56000,506000,506000,2021-06-10
247,088480,南茂國票0A購03,0,0,0,0,0,0,0,0,0,505000,0,0,0,619000,114000,505000,505000,2021-06-10
248,1303,南亞,5835000,3712900,2122100,0,0,0,0,1119000,-1119000,-502785,8000,451785,-443785,0,59000,-59000,500315,2021-06-10
249,087777,祥碩中信0A購02,0,0,0,0,0,0,0,0,0,500000,0,0,0,500000,0,500000,500000,2021-06-10
250,088784,安集國票0A購01,0,0,0,0,0,0,0,0,0,499000,0,0,0,499000,0,499000,499000,2021-06-10
251,084467,聯電凱基08購09,0,0,0,0,0,0,0,0,0,499000,0,0,0,520000,21000,499000,499000,2021-06-10
252,084217,京鼎元大07購02,0,0,0,0,0,0,0,0,0,499000,0,0,0,499000,0,499000,499000,2021-06-10
253,031540,鴻海永豐0A購04,0,0,0,0,0,0,0,0,0,499000,0,0,0,499000,0,499000,499000,2021-06-10
254,035687,玉晶光凱基0C購03,0,0,0,0,0,0,0,0,0,499000,0,0,0,500000,1000,499000,499000,2021-06-10
255,06266P,台灣50凱基09售04,0,0,0,0,0,0,0,0,0,499000,0,0,0,499000,0,499000,499000,2021-06-10
256,077890,瀚宇博國票07購01,0,0,0,0,0,0,0,0,0,499000,0,0,0,499000,0,499000,499000,2021-06-10
257,034144,國巨凱基15購01,0,0,0,0,0,0,0,0,0,497000,0,0,0,623000,126000,497000,497000,2021-06-10
258,084862,台光電元大08購02,0,0,0,0,0,0,0,0,0,494000,0,0,0,982000,488000,494000,494000,2021-06-10
259,080633,寶齡元大09購01,0,0,0,0,0,0,0,0,0,490000,0,0,0,490000,0,490000,490000,2021-06-10
260,034446,台橡國泰11購01,0,0,0,0,0,0,0,0,0,489000,0,0,0,517000,28000,489000,489000,2021-06-10
261,035396,奇鋐永豐0B購01,0,0,0,0,0,0,0,0,0,488000,0,0,0,488000,0,488000,488000,2021-06-10
262,035317,超豐元大0B購01,0,0,0,0,0,0,0,0,0,487000,0,0,0,655000,168000,487000,487000,2021-06-10
263,086816,欣興元富09購01,0,0,0,0,0,0,0,0,0,486000,0,0,0,1048000,562000,486000,486000,2021-06-10
264,031126,長榮統一0C購04,0,0,0,0,0,0,0,0,0,486000,0,0,0,496000,10000,486000,486000,2021-06-10
265,036230,超豐永豐0C購01,0,0,0,0,0,0,0,0,0,486000,0,0,0,486000,0,486000,486000,2021-06-10
266,084514,凌陽元大08購05,0,0,0,0,0,0,0,0,0,485000,0,0,0,1261000,776000,485000,485000,2021-06-10
267,034779,創意富邦0C購01,0,0,0,0,0,0,0,0,0,485000,0,0,0,810000,325000,485000,485000,2021-06-10
268,085971,玉晶光凱基08購11,0,0,0,0,0,0,0,0,0,484000,0,0,0,494000,10000,484000,484000,2021-06-10
269,087386,精英元大0B購01,0,0,0,0,0,0,0,0,0,483000,0,0,0,483000,0,483000,483000,2021-06-10
270,086817,欣興元富0B購02,0,0,0,0,0,0,0,0,0,482000,0,0,0,651000,169000,482000,482000,2021-06-10
271,033323,友達凱基11購01,0,0,0,0,0,0,0,0,0,482000,0,0,0,539000,57000,482000,482000,2021-06-10
272,086667,道瓊銀國泰0B購01,0,0,0,0,0,0,0,0,0,480000,0,0,0,500000,20000,480000,480000,2021-06-10
273,085514,中興電國泰0A購01,0,0,0,0,0,0,0,0,0,480000,0,0,0,482000,2000,480000,480000,2021-06-10
274,081446,欣興統一09購01,0,0,0,0,0,0,0,0,0,480000,0,0,0,480000,0,480000,480000,2021-06-10
275,087516,鴻海凱基11購01,0,0,0,0,0,0,0,0,0,477000,0,0,0,477000,0,477000,477000,2021-06-10
276,032318,南茂永豐0A購01,0,0,0,0,0,0,0,0,0,476000,0,0,0,476000,0,476000,476000,2021-06-10
277,036086,金像電元大0C購03,0,0,0,0,0,0,0,0,0,476000,0,0,0,639000,163000,476000,476000,2021-06-10
278,034609,創意統一0B購05,0,0,0,0,0,0,0,0,0,475000,0,0,0,582000,107000,475000,475000,2021-06-10
279,2031,新光鋼,2224000,1680000,544000,0,0,0,0,50000,-50000,-20000,0,0,0,15000,35000,-20000,474000,2021-06-10
280,086856,南茂元大0A購01,0,0,0,0,0,0,0,0,0,473000,0,0,0,502000,29000,473000,473000,2021-06-10
281,032916,大亞國票0B購01,0,0,0,0,0,0,0,0,0,473000,0,0,0,473000,0,473000,473000,2021-06-10
282,5471,松翰,988000,966000,22000,0,0,0,137000,0,137000,312337,1337,1000,337,316000,4000,312000,471337,2021-06-10
283,031553,滬深2X群益0A購03,0,0,0,0,0,0,0,0,0,470000,0,0,0,580000,110000,470000,470000,2021-06-10
284,035224,日月光國泰11購02,0,0,0,0,0,0,0,0,0,469000,0,0,0,513000,44000,469000,469000,2021-06-10
285,034528,聯電麥證0B購03,0,0,0,514000,45000,469000,0,0,0,468000,0,0,0,514000,46000,468000,468000,2021-06-10
286,035998,景碩永豐0C購01,0,0,0,0,0,0,0,0,0,466000,0,0,0,871000,405000,466000,466000,2021-06-10
287,035129,中鋼統一0B購05,0,0,0,0,0,0,0,0,0,465000,0,0,0,495000,30000,465000,465000,2021-06-10
288,9910,豐泰,687000,469474,217526,0,0,0,255000,0,255000,-8984,10070,19054,-8984,0,0,0,463542,2021-06-10
289,032930,聯陽國票0B購01,0,0,0,0,0,0,0,0,0,461000,0,0,0,1019000,558000,461000,461000,2021-06-10
290,036089,長榮航元大12購01,0,0,0,0,0,0,0,0,0,461000,0,0,0,749000,288000,461000,461000,2021-06-10
291,081217,順德統一09購02,0,0,0,0,0,0,0,0,0,460000,0,0,0,503000,43000,460000,460000,2021-06-10
292,084496,玉晶光凱基08購07,0,0,0,0,0,0,0,0,0,459000,0,0,0,459000,0,459000,459000,2021-06-10
293,032882,玉晶光凱基0A購04,0,0,0,0,0,0,0,0,0,459000,0,0,0,486000,27000,459000,459000,2021-06-10
294,05876P,臺股指凱基07售18,0,0,0,0,0,0,0,0,0,459000,0,0,0,569000,110000,459000,459000,2021-06-10
295,080163,恆大統一07購01,0,0,0,0,0,0,0,0,0,458000,0,0,0,458000,0,458000,458000,2021-06-10
296,083828,億光凱基0A購01,0,0,0,0,0,0,0,0,0,457000,0,0,0,500000,43000,457000,457000,2021-06-10
297,031272,欣興統一0B購04,0,0,0,0,0,0,0,0,0,457000,0,0,0,458000,1000,457000,457000,2021-06-10
298,2388,威盛,730000,285000,445000,0,0,0,0,0,0,7000,0,0,0,15000,8000,7000,452000,2021-06-10
299,036481,健策元大0C購01,0,0,0,0,0,0,0,0,0,450000,0,0,0,534000,84000,450000,450000,2021-06-10
300,079258,群創元大06購06,0,0,0,0,0,0,0,0,0,450000,0,0,0,450000,0,450000,450000,2021-06-10
301,081571,明基材永豐07購01,0,0,0,0,0,0,0,0,0,450000,0,0,0,450000,0,450000,450000,2021-06-10
302,070261,華通元富08購02,0,0,0,0,0,0,0,0,0,450000,0,0,0,450000,0,450000,450000,2021-06-10
303,034329,台橡群益0B購01,0,0,0,0,0,0,0,0,0,448000,0,0,0,454000,6000,448000,448000,2021-06-10
304,035032,台聚麥證0B購01,0,0,0,466000,20000,446000,0,0,0,446000,0,0,0,466000,20000,446000,446000,2021-06-10
305,032249,東聯元大0C購01,0,0,0,0,0,0,0,0,0,445000,0,0,0,465000,20000,445000,445000,2021-06-10
306,089344,台積電元大09購30,0,0,0,0,0,0,0,0,0,445000,0,0,0,490000,45000,445000,445000,2021-06-10
307,087384,台積電元大11購03,0,0,0,0,0,0,0,0,0,444000,0,0,0,811000,367000,444000,444000,2021-06-10
308,088862,長榮航永豐09購02,0,0,0,0,0,0,0,0,0,444000,0,0,0,454000,10000,444000,444000,2021-06-10
309,033018,長榮航麥證0B購01,0,0,0,702000,258000,444000,0,0,0,444000,0,0,0,702000,258000,444000,444000,2021-06-10
310,084746,健策元大08購04,0,5000,-5000,0,0,0,0,0,0,445000,0,0,0,455000,10000,445000,440000,2021-06-10
311,06833P,聯電凱基0A售09,0,0,0,0,0,0,0,0,0,439000,0,0,0,1110000,671000,439000,439000,2021-06-10
312,033326,玉晶光凱基0B購03,0,0,0,0,0,0,0,0,0,438000,0,0,0,448000,10000,438000,438000,2021-06-10
313,086689,東聯元富09購02,0,0,0,0,0,0,0,0,0,437000,0,0,0,467000,30000,437000,437000,2021-06-10
314,2642,宅配通,249000,2000,247000,0,0,0,0,0,0,190000,100000,0,100000,90000,0,90000,437000,2021-06-10
315,087083,華夏元富09購02,0,0,0,0,0,0,0,0,0,436000,0,0,0,446000,10000,436000,436000,2021-06-10
316,034478,新光鋼元大0C購02,0,0,0,0,0,0,0,0,0,436000,0,0,0,536000,100000,436000,436000,2021-06-10
317,3016,嘉晶,672000,237000,435000,0,0,0,0,0,0,1000,0,0,0,2000,1000,1000,436000,2021-06-10
318,035927,南電元富0C購01,0,0,0,0,0,0,0,0,0,434000,0,0,0,584000,150000,434000,434000,2021-06-10
319,03506B,臺股指元大0B熊15,0,0,0,0,0,0,0,0,0,433000,0,0,0,433000,0,433000,433000,2021-06-10
320,06945P,台灣50群益0A售07,0,0,0,0,0,0,0,0,0,433000,0,0,0,687000,254000,433000,433000,2021-06-10
321,035898,奇鋐國泰12購01,0,0,0,0,0,0,0,0,0,432000,0,0,0,842000,410000,432000,432000,2021-06-10
322,035316,金像電元大0B購03,0,0,0,0,0,0,0,0,0,430000,0,0,0,863000,433000,430000,430000,2021-06-10
323,032082,台聚永豐0A購04,0,0,0,0,0,0,0,0,0,429000,0,0,0,473000,44000,429000,429000,2021-06-10
324,030349,盟立群益0B購01,0,0,0,0,0,0,0,0,0,428000,0,0,0,470000,42000,428000,428000,2021-06-10
325,034186,大成鋼元大0B購10,0,0,0,0,0,0,0,0,0,426000,0,0,0,491000,65000,426000,426000,2021-06-10
326,035516,凌陽永豐0B購02,0,0,0,0,0,0,0,0,0,426000,0,0,0,814000,388000,426000,426000,2021-06-10
327,032617,鈺齊元大0A購02,0,0,0,0,0,0,0,0,0,425000,0,0,0,579000,154000,425000,425000,2021-06-10
328,079244,金像電元大07購03,0,0,0,0,0,0,0,0,0,425000,0,0,0,445000,20000,425000,425000,2021-06-10
329,1312,國喬,5347000,5229000,118000,0,0,0,0,0,0,306274,68000,3000,65000,550274,309000,241274,424274,2021-06-10
330,086269,台勝科永豐09購01,0,0,0,0,0,0,0,0,0,424000,0,0,0,980000,556000,424000,424000,2021-06-10
331,088526,智易國泰0B購01,0,0,0,0,0,0,0,0,0,423000,0,0,0,463000,40000,423000,423000,2021-06-10
332,032405,亞泥元大0B購01,0,0,0,0,0,0,0,0,0,421000,0,0,0,421000,0,421000,421000,2021-06-10
333,5531,鄉林,1322000,901000,421000,0,0,0,0,0,0,0,0,0,0,0,0,0,421000,2021-06-10
334,083837,鈺齊凱基09購01,0,0,0,0,0,0,0,0,0,420000,0,0,0,450000,30000,420000,420000,2021-06-10
335,031497,台揚元大0B購01,0,0,0,0,0,0,0,0,0,420000,0,0,0,420000,0,420000,420000,2021-06-10
336,033651,大成鋼統一15購01,0,0,0,0,0,0,0,0,0,420000,0,0,0,508000,88000,420000,420000,2021-06-10
337,034259,聯詠統一12購01,0,0,0,0,0,0,0,0,0,420000,0,0,0,470000,50000,420000,420000,2021-06-10
338,3588,通嘉,1184000,787000,397000,0,0,0,22000,0,22000,0,0,0,0,0,0,0,419000,2021-06-10
339,031134,力成統一0C購02,0,0,0,0,0,0,0,0,0,417000,0,0,0,432000,15000,417000,417000,2021-06-10
340,034825,群創富邦12購01,0,0,0,0,0,0,0,0,0,417000,0,0,0,502000,85000,417000,417000,2021-06-10
341,030942,申豐群益0A購01,0,0,0,0,0,0,0,0,0,416000,0,0,0,606000,190000,416000,416000,2021-06-10
342,05677P,臺股指中信0C售03,0,0,0,0,0,0,0,0,0,416000,0,0,0,929000,513000,416000,416000,2021-06-10
343,036350,正隆國票11購01,0,0,0,0,0,0,0,0,0,416000,0,0,0,516000,100000,416000,416000,2021-06-10
344,087391,金像電元大0B購01,0,0,0,0,0,0,0,0,0,415000,0,0,0,1163000,748000,415000,415000,2021-06-10
345,031717,百和永豐0A購01,0,0,0,0,0,0,0,0,0,414000,0,0,0,414000,0,414000,414000,2021-06-10
346,034633,中鋼元大0B購08,0,0,0,0,0,0,0,0,0,414000,0,0,0,695000,281000,414000,414000,2021-06-10
347,06860P,臺股指凱基11售06,0,0,0,0,0,0,0,0,0,414000,0,0,0,871000,457000,414000,414000,2021-06-10
348,034973,晶碩元大0C購02,0,0,0,0,0,0,0,0,0,413000,0,0,0,570000,157000,413000,413000,2021-06-10
349,082295,兆豐金元大07購01,0,0,0,0,0,0,0,0,0,412000,0,0,0,412000,0,412000,412000,2021-06-10
350,089566,美食統一0B購02,0,0,0,0,0,0,0,0,0,412000,0,0,0,440000,28000,412000,412000,2021-06-10
351,084503,滬深2X元大08購07,0,0,0,0,0,0,0,0,0,411000,0,0,0,411000,0,411000,411000,2021-06-10
352,036299,奇鋐元大0C購01,0,0,0,0,0,0,0,0,0,411000,0,0,0,515000,104000,411000,411000,2021-06-10
353,085370,聯電群益09購02,0,0,0,0,0,0,0,0,0,409000,0,0,0,410000,1000,409000,409000,2021-06-10
354,034527,奇鋐康和0B購01,0,0,0,0,0,0,0,0,0,407000,0,0,0,669000,262000,407000,407000,2021-06-10
355,036213,燁輝國泰12購01,0,0,0,0,0,0,0,0,0,406000,0,0,0,406000,0,406000,406000,2021-06-10
356,088250,南茂國票0A購02,0,0,0,0,0,0,0,0,0,404000,0,0,0,525000,121000,404000,404000,2021-06-10
357,032791,群創元大0A購18,0,0,0,0,0,0,0,0,0,404000,0,0,0,404000,0,404000,404000,2021-06-10
358,00852L,國泰美國道瓊正2,104000,6000,98000,0,0,0,0,0,0,305000,0,0,0,523000,218000,305000,403000,2021-06-10
359,032646,矽創統一11購01,0,0,0,0,0,0,0,0,0,402000,0,0,0,402000,0,402000,402000,2021-06-10
360,030861,矽統永豐0A購01,0,0,0,0,0,0,0,0,0,402000,0,0,0,601000,199000,402000,402000,2021-06-10
361,05946P,臺股指凱基07售24,0,0,0,0,0,0,0,0,0,402000,0,0,0,402000,0,402000,402000,2021-06-10
362,04354P,聯發科元富0A售03,0,0,0,0,0,0,0,0,0,401000,0,0,0,450000,49000,401000,401000,2021-06-10
363,084931,圓剛元大08購03,0,0,0,0,0,0,0,0,0,400000,0,0,0,400000,0,400000,400000,2021-06-10
364,031289,聯陽元富0C購02,0,0,0,0,0,0,0,0,0,400000,0,0,0,1046000,646000,400000,400000,2021-06-10
365,033166,聯電兆豐11購01,0,0,0,0,0,0,0,0,0,400000,0,0,0,400000,0,400000,400000,2021-06-10
366,031842,義隆兆豐0B購01,0,0,0,0,0,0,0,0,0,400000,0,0,0,551000,151000,400000,400000,2021-06-10
367,034230,聯詠康和0B購01,0,0,0,0,0,0,0,0,0,400000,0,0,0,450000,50000,400000,400000,2021-06-10
368,083090,精英元大07購03,0,0,0,0,0,0,0,0,0,399000,0,0,0,399000,0,399000,399000,2021-06-10
369,06513P,T50正2群益0B售01,0,0,0,0,0,0,0,0,0,399000,0,0,0,399000,0,399000,399000,2021-06-10
370,088188,鴻海群益0A購04,0,0,0,0,0,0,0,0,0,398000,0,0,0,398000,0,398000,398000,2021-06-10
371,031751,玉晶光凱基14購01,0,0,0,0,0,0,0,0,0,398000,0,0,0,411000,13000,398000,398000,2021-06-10
372,034992,新唐群益11購01,0,0,0,0,0,0,0,0,0,398000,0,0,0,400000,2000,398000,398000,2021-06-10
373,032855,光罩群益0A購03,0,0,0,0,0,0,0,0,0,397000,0,0,0,580000,183000,397000,397000,2021-06-10
374,033253,奇鋐元大11購01,0,0,0,0,0,0,0,0,0,396000,0,0,0,807000,411000,396000,396000,2021-06-10
375,04355P,聯發科元富0A售04,0,0,0,0,0,0,0,0,0,395000,0,0,0,400000,5000,395000,395000,2021-06-10
376,033743,鴻海富邦13購02,0,0,0,0,0,0,0,0,0,394000,0,0,0,707000,313000,394000,394000,2021-06-10
377,034511,晶碩凱基0B購01,0,0,0,0,0,0,0,0,0,392000,0,0,0,392000,0,392000,392000,2021-06-10
378,035793,台船永豐0B購01,0,0,0,0,0,0,0,0,0,392000,0,0,0,392000,0,392000,392000,2021-06-10
379,088791,華通群益0B購01,0,0,0,0,0,0,0,0,0,389000,0,0,0,399000,10000,389000,389000,2021-06-10
380,034447,聯發科國泰11購03,0,0,0,0,0,0,0,0,0,389000,0,0,0,449000,60000,389000,389000,2021-06-10
381,088455,聯陽統一0B購02,0,0,0,0,0,0,0,0,0,388000,0,0,0,498000,110000,388000,388000,2021-06-10
382,086723,南茂元大09購01,0,0,0,0,0,0,0,0,0,387000,0,0,0,441000,54000,387000,387000,2021-06-10
383,032059,景碩國票0B購02,0,0,0,0,0,0,0,0,0,383000,0,0,0,646000,263000,383000,383000,2021-06-10
384,1308,亞聚,2990000,2595000,395000,0,0,0,0,0,0,-13284,3001,16285,-13284,13000,13000,0,381716,2021-06-10
385,030012,聯發科元富11購07,0,0,0,0,0,0,0,0,0,381000,0,0,0,381000,0,381000,381000,2021-06-10
386,080184,世芯統一07購02,0,0,0,0,0,0,0,0,0,381000,0,0,0,530000,149000,381000,381000,2021-06-10
387,035451,金像電國票0C購01,0,0,0,0,0,0,0,0,0,380000,0,0,0,606000,226000,380000,380000,2021-06-10
388,036404,康控永豐0C購02,0,0,0,0,0,0,0,0,0,380000,0,0,0,640000,260000,380000,380000,2021-06-10
389,06400P,健策元大08售06,0,0,0,0,0,0,0,0,0,378000,0,0,0,378000,0,378000,378000,2021-06-10
390,006208,富邦台50,30157,80000,-49843,0,0,0,0,0,0,427606,0,0,0,962000,534394,427606,377763,2021-06-10
391,032124,華榮凱基0A購02,0,0,0,0,0,0,0,0,0,376000,0,0,0,427000,51000,376000,376000,2021-06-10
392,033700,亞聚國票0C購01,0,0,0,0,0,0,0,0,0,376000,0,0,0,386000,10000,376000,376000,2021-06-10
393,031307,億光富邦0C購01,0,0,0,0,0,0,0,0,0,375000,0,0,0,413000,38000,375000,375000,2021-06-10
394,06120P,台灣50元大0A售01,0,0,0,0,0,0,0,0,0,375000,0,0,0,411000,36000,375000,375000,2021-06-10
395,035062,矽創國泰11購01,0,0,0,0,0,0,0,0,0,375000,0,0,0,789000,414000,375000,375000,2021-06-10
396,3673,TPK-KY,724000,368000,356000,0,0,0,0,0,0,18967,500,355,145,54000,35178,18822,374967,2021-06-10
397,034483,聯發科元大0B購04,0,0,0,0,0,0,0,0,0,373000,0,0,0,449000,76000,373000,373000,2021-06-10
398,034657,長榮永豐0B購02,0,0,0,0,0,0,0,0,0,372000,0,0,0,372000,0,372000,372000,2021-06-10
399,034773,大成鋼富邦0C購04,0,0,0,0,0,0,0,0,0,371000,0,0,0,390000,19000,371000,371000,2021-06-10
400,035726,健策元大12購01,0,0,0,0,0,0,0,0,0,371000,0,0,0,591000,220000,371000,371000,2021-06-10
401,082986,奇鋐元大07購02,0,0,0,0,0,0,0,0,0,371000,0,0,0,381000,10000,371000,371000,2021-06-10
402,031009,致茂永豐0A購02,0,0,0,0,0,0,0,0,0,370000,0,0,0,370000,0,370000,370000,2021-06-10
403,034634,金像電元大0B購02,0,0,0,0,0,0,0,0,0,370000,0,0,0,642000,272000,370000,370000,2021-06-10
404,034468,中石化元大12購01,0,0,0,0,0,0,0,0,0,370000,0,0,0,400000,30000,370000,370000,2021-06-10
405,088402,台揚永豐09購01,0,0,0,0,0,0,0,0,0,369000,0,0,0,369000,0,369000,369000,2021-06-10
406,035494,金像電國泰12購01,0,0,0,0,0,0,0,0,0,369000,0,0,0,1495000,1126000,369000,369000,2021-06-10
407,070170,台新金中信06購01,0,0,0,0,0,0,0,0,0,369000,0,0,0,369000,0,369000,369000,2021-06-10
408,083784,聯發科中信0A購04,0,0,0,0,0,0,0,0,0,368000,0,0,0,3288000,2920000,368000,368000,2021-06-10
409,033898,允強統一0B購01,0,0,0,0,0,0,0,0,0,367000,0,0,0,392000,25000,367000,367000,2021-06-10
410,8261,富鼎,1727000,1361000,366000,0,0,0,0,0,0,1000,1000,0,1000,0,0,0,367000,2021-06-10
411,088832,南茂元大0C購01,0,0,0,0,0,0,0,0,0,366000,0,0,0,422000,56000,366000,366000,2021-06-10
412,3596,智易,437000,132000,305000,0,0,0,110000,0,110000,-50000,4000,19000,-15000,0,35000,-35000,365000,2021-06-10
413,088223,金像電元富11購01,0,0,0,0,0,0,0,0,0,361000,0,0,0,1692000,1331000,361000,361000,2021-06-10
414,073297,大立光中信06購01,0,0,0,0,0,0,0,0,0,361000,0,0,0,361000,0,361000,361000,2021-06-10
415,034213,台玻元富0C購01,0,0,0,0,0,0,0,0,0,355000,0,0,0,475000,120000,355000,355000,2021-06-10
416,034068,華新科富邦13購01,0,0,0,0,0,0,0,0,0,355000,0,0,0,385000,30000,355000,355000,2021-06-10
417,085018,奇鋐元大08購04,0,0,0,0,0,0,0,0,0,354000,0,0,0,498000,144000,354000,354000,2021-06-10
418,078847,亞德客統一08購01,0,0,0,0,0,0,0,0,0,354000,0,0,0,354000,0,354000,354000,2021-06-10
419,088892,群創凱基0C購03,0,0,0,0,0,0,0,0,0,352000,0,0,0,582000,230000,352000,352000,2021-06-10
420,031004,中石化永豐0A購01,0,0,0,0,0,0,0,0,0,351000,0,0,0,416000,65000,351000,351000,2021-06-10
421,034461,欣興群益11購01,0,0,0,0,0,0,0,0,0,351000,0,0,0,358000,7000,351000,351000,2021-06-10
422,087799,國喬麥證09購01,0,0,0,407000,57000,350000,0,0,0,350000,0,0,0,407000,57000,350000,350000,2021-06-10
423,086584,台化國票0A購01,0,0,0,0,0,0,0,0,0,350000,0,0,0,350000,0,350000,350000,2021-06-10
424,030244,致茂永豐0A購01,0,0,0,0,0,0,0,0,0,350000,0,0,0,370000,20000,350000,350000,2021-06-10
425,081903,英利凱基08購01,0,0,0,0,0,0,0,0,0,350000,0,0,0,370000,20000,350000,350000,2021-06-10
